assignment_id,course_id,assignment_type,title,description,max_score,due_date
177,32,реферат,Руководитель космос.,Монета появление снимать решетка а армейский дошлый. Бочок неожиданно нервно человечек помимо правление передо пересечь.,65.06,2025-06-03 00:00:00,2025-05-24 17:34:49.230750
178,32,лабораторная,Спалить решение исследование.,Ботинок необычный совет а костер дремать привлекать. Около юный редактор предоставить.,80.16,2025-04-18 00:00:00,2025-05-24 17:34:49.230750
179,33,практическая,Секунда желание багровый витрина.,Крутой космос терапия песня решетка выбирать желание. Рис смертельный вскинуть пастух налево.,55.76,2024-11-20 00:00:00,2025-05-24 17:34:49.230750
180,33,лабораторная,Провинция пасть угодный гулять.,Еврейский направо заложить жить носок эпоха.,93.88,2025-06-20 00:00:00,2025-05-24 17:34:49.230750
181,33,доклад,Затянуться куча призыв аллея.,Холодно да торопливый сверкать выраженный нервно прелесть. Передо слишком цепочка бак бочок пространство заведение командир.,81.20,2025-06-19 00:00:00,2025-05-24 17:34:49.230750
182,34,доклад,Кидать встать.,Изображать научить рай. Прелесть при процесс горький деньги поздравлять страсть. Военный цвет мусор совет нож вывести. Сомнительный проход приятель налоговый палец потом валюта.,77.60,2025-05-11 00:00:00,2025-05-24 17:34:49.230750
183,34,доклад,Очутиться порода.,Покидать провал четыре налоговый провал. Банк песня слишком даль сверкать прежде призыв.,61.69,2025-03-25 00:00:00,2025-05-24 17:34:49.230750
184,34,лабораторная,Поговорить спасть зеленый тысяча хозяйка.,Сынок грустный ученый счастье ребятишки художественный кидать. Задержать лететь ягода иной.,54.11,2025-02-22 00:00:00,2025-05-24 17:34:49.230750
185,34,другое,Мальчишка за спорт изменение.,Ремень холодно развернуться плод. Равнодушный низкий бегать назначить приличный рот.,81.38,2025-06-18 00:00:00,2025-05-24 17:34:49.230750
186,34,реферат,Присесть крыса изучить.,Уточнить освобождение уронить художественный промолчать дошлый. Подземный термин темнеть.,97.26,2025-04-30 00:00:00,2025-05-24 17:34:49.230750
187,34,доклад,Строительство расстегнуть.,Недостаток зачем грудь кожа мгновение инфекция.,60.75,2025-04-03 00:00:00,2025-05-24 17:34:49.230750
188,35,лабораторная,Художественный серьезный оставить.,Угол грустный мелькнуть штаб песенка цепочка потянуться. Заложить передо металл. Адвокат каюта пропаганда бабочка.,53.92,2025-05-11 00:00:00,2025-05-24 17:34:49.230750
189,35,доклад,Падаль пропадать мгновение выбирать мелькнуть.,Спасть бабочка запустить механический манера. Освобождение зарплата коммунизм еврейский услать сравнение выраженный.,70.39,2025-05-20 00:00:00,2025-05-24 17:34:49.230750
190,35,доклад,Пространство кпсс второй.,Выражаться валюта адвокат спорт. Научить серьезный ночь разнообразный райком.,51.42,2025-04-04 00:00:00,2025-05-24 17:34:49.230750
191,35,другое,Передо металл.,Упорно спорт район житель сутки счастье чувство легко. Болото мимо порядок порог термин. Собеседник команда успокоиться штаб зарплата.,83.08,2025-06-24 00:00:00,2025-05-24 17:34:49.230750
192,36,практическая,Через блин ленинград неправда идея.,Девка зато бригада расстегнуть решетка болото роса.,63.68,2024-11-09 00:00:00,2025-05-24 17:34:49.230750
193,36,лабораторная,Самостоятельно увеличиваться песня.,Хлеб слишком счастье ложиться отметить. Мусор правильный дурацкий указанный наслаждение засунуть. Мимо горький опасность солнце.,81.94,2024-11-04 00:00:00,2025-05-24 17:34:49.230750
194,36,другое,Песенка упорно коричневый пища обида.,Бегать понятный головка художественный мусор район заплакать славный. Магазин табак интеллектуальный проход похороны расстегнуть.,86.12,2025-03-12 00:00:00,2025-05-24 17:34:49.230750
195,36,реферат,Решение инструкция.,Горький мальчишка единый коричневый возбуждение торговля.,65.03,2024-09-24 00:00:00,2025-05-24 17:34:49.230750
196,37,доклад,Угроза наткнуться район бегать.,Коричневый прежде песенка. Карман висеть торопливый слать зеленый важный райком. Ботинок слать пастух вздрогнуть.,59.48,2025-03-14 00:00:00,2025-05-24 17:34:49.230750
197,37,практическая,Сынок заработать лиловый.,Пространство гулять выраженный непривычный. Термин торопливый прелесть бабочка банк. Скрытый выразить совещание.,82.80,2025-03-04 00:00:00,2025-05-24 17:34:49.230750
198,37,доклад,Трясти висеть приличный монета славный.,Чем коллектив выражаться изображать изучить пространство песня.,54.80,2025-03-17 00:00:00,2025-05-24 17:34:49.230750
199,37,другое,Оборот изредка плод.,Близко ставить рай отъезд рабочий монета. Салон перебивать бровь салон еврейский правление подробность. Жить светило услать труп вздрогнуть хотеть расстегнуть.,67.94,2025-06-18 00:00:00,2025-05-24 17:34:49.230750
200,37,реферат,Вперед поздравлять что.,Налево приятель функция аж жидкий вперед. Совещание интеллектуальный затянуться парень сынок оборот ботинок низкий. Процесс цепочка художественный выражаться. Зато зима тревога изменение изредка следовательно.,52.33,2025-03-25 00:00:00,2025-05-24 17:34:49.230750
201,37,лабораторная,Палка демократия постоянный палка.,Ставить помолчать наступать еврейский бригада штаб. Горький возможно мотоцикл.,78.25,2025-03-11 00:00:00,2025-05-24 17:34:49.230750
202,38,практическая,Что миф.,Чувство мягкий еврейский плод аллея. Ведь способ тревога присесть степь жидкий.,78.92,2025-01-30 00:00:00,2025-05-24 17:34:49.230750
203,38,практическая,Рай миллиард кольцо.,Рабочий плод набор заявление достоинство бабочка. Беспомощный социалистический настать легко хотеть. Полевой космос важный шлем.,50.23,2024-12-23 00:00:00,2025-05-24 17:34:49.230750
204,38,реферат,А песенка ботинок.,Налево посидеть назначить назначить устройство необычный. Горький посвятить команда мальчишка демократия. Скрытый расстегнуть успокоиться мотоцикл.,81.34,2024-12-18 00:00:00,2025-05-24 17:34:49.230750
205,38,другое,Дружно заложить.,Тюрьма хлеб сравнение заявление жестокий развитый избегать. Деньги жестокий посвятить отражение привлекать.,85.11,2025-06-13 00:00:00,2025-05-24 17:34:49.230750
206,38,реферат,Коричневый угроза холодно.,Разуметься выбирать отметить ставить бок бригада. Отдел картинка мусор инвалид мелочь. Мягкий следовательно сустав встать увеличиваться художественный терапия. Белье а космос космос.,68.66,2025-06-09 00:00:00,2025-05-24 17:34:49.230750
207,38,реферат,Развернуться снимать виднеться вывести процесс.,Функция сынок решетка развитый болото инструкция сравнение сверкать. Хотеть покидать ботинок мера спасть горький.,76.29,2025-03-08 00:00:00,2025-05-24 17:34:49.230750
208,39,реферат,Угол райком.,Парень одиннадцать художественный. Мучительно пробовать полевой пробовать.,73.62,2025-03-15 00:00:00,2025-05-24 17:34:49.230750
209,39,реферат,Неудобно поймать сохранять штаб.,Мрачно изредка уничтожение рис.,59.33,2025-03-10 00:00:00,2025-05-24 17:34:49.230750
210,39,доклад,Князь очередной человечек висеть.,Жестокий реклама руководитель плавно число. Пространство ложиться кузнец механический способ покидать а хлеб.,88.90,2024-12-09 00:00:00,2025-05-24 17:34:49.230750
211,39,практическая,Роскошный ломать.,Теория более подробность падать. Очутиться боец прежде тюрьма сохранять. Выгнать отъезд за услать покидать табак ленинград.,64.59,2025-06-08 00:00:00,2025-05-24 17:34:49.230750
212,39,реферат,Мелочь хлеб плавно.,Предоставить поймать полевой о легко собеседник. Тесно деловой мягкий выраженный палец дыхание ведь.,65.62,2024-12-01 00:00:00,2025-05-24 17:34:49.230750
213,39,доклад,Посвятить голубчик бетонный горький задержать.,Художественный перебивать бегать видимо какой экзамен засунуть. Сверкать поймать очутиться через направо. Космос успокоиться умирать роскошный направо невыносимый уронить.,64.95,2025-03-26 00:00:00,2025-05-24 17:34:49.230750
214,39,доклад,Услать отметить спорт протягивать.,Граница что кожа. Пламя выражаться некоторый крутой отдел.,82.47,2025-01-17 00:00:00,2025-05-24 17:34:49.230750
215,39,лабораторная,Плод дружно реклама.,Премьера написать парень мотоцикл заработать наступать коммунизм. Механический войти роса неправда аллея.,97.58,2025-04-26 00:00:00,2025-05-24 17:34:49.230750
216,40,другое,Труп тута совет развернуться.,Невыносимый тута костер. Прежде печатать расстройство угодный ведь.,79.26,2025-04-14 00:00:00,2025-05-24 17:34:49.230750
217,40,доклад,Пропасть коммунизм конференция наслаждение.,Растеряться академик академик монета разводить. Бегать светило рабочий рота посидеть около.,86.48,2025-04-25 00:00:00,2025-05-24 17:34:49.230750
218,40,доклад,Падать господь.,Термин каюта сомнительный тюрьма вряд художественный сравнение. Плавно заплакать страсть чем изредка кузнец вперед.,81.52,2025-04-01 00:00:00,2025-05-24 17:34:49.230750
219,40,реферат,Изредка способ рот собеседник.,Посидеть район находить голубчик упор расстройство за достоинство. Пространство тусклый ведь единый скользить ручей. Миг смелый наступать адвокат.,88.48,2025-03-15 00:00:00,2025-05-24 17:34:49.230750
220,41,лабораторная,Реклама пасть господь ботинок.,Мальчишка означать металл число наступать. Сопровождаться художественный собеседник степь. Мальчишка помимо сынок вариант палка покидать. Сравнение непривычный естественный.,64.37,2025-04-18 00:00:00,2025-05-24 17:34:49.230750
221,41,практическая,Руководитель багровый.,Господь пища изба. Радость пространство отдел вчера передо помолчать уничтожение потрясти. Холодно прежде дорогой заработать опасность четыре.,78.00,2025-04-03 00:00:00,2025-05-24 17:34:49.230750
222,41,реферат,Пространство налево хозяйка.,Способ художественный неожиданный точно плод сынок один. Войти коммунизм около необычный тысяча отражение. Юный выбирать эпоха неудобно космос палка функция.,50.21,2025-05-30 00:00:00,2025-05-24 17:34:49.230750
223,41,доклад,Четко привлекать.,Деньги выразить инструкция уточнить вздрагивать заявление магазин. Военный теория успокоиться угроза порода выгнать.,66.15,2025-05-10 00:00:00,2025-05-24 17:34:49.230750
224,42,лабораторная,Смеяться неправда промолчать совет поколение.,Потом мелочь соответствие выбирать. Основание новый какой применяться.,74.42,2025-05-20 00:00:00,2025-05-24 17:34:49.230750
225,42,практическая,Терапия палец военный.,Гулять призыв монета сомнительный инвалид. Намерение наступать бригада командование.,99.96,2025-03-24 00:00:00,2025-05-24 17:34:49.230750
226,42,лабораторная,Заявление табак четыре тревога.,Избегать сынок торопливый увеличиваться. Передо передо ярко ремень материя ярко.,99.26,2025-05-27 00:00:00,2025-05-24 17:34:49.230750
227,42,практическая,Четко расстегнуть стакан.,Скрытый спорт рот смертельный. Приличный секунда строительство степь пища. Чем уничтожение соответствие.,76.20,2025-06-27 00:00:00,2025-05-24 17:34:49.230750
228,42,лабораторная,Виднеться ложиться умирать банда.,Ныне бегать командование народ. Факультет растеряться шлем вздрагивать ягода инструкция эпоха господь.,77.60,2025-05-27 00:00:00,2025-05-24 17:34:49.230750
229,43,доклад,Механический сутки палата столетие.,Поколение заплакать сходить кидать нажать вряд поздравлять роса.,66.46,2025-06-08 00:00:00,2025-05-24 17:34:49.230750
230,43,другое,Спорт перебивать сынок забирать.,Полоска возбуждение кидать интеллектуальный плод покинуть подробность четко. Изменение нажать услать.,91.09,2025-04-01 00:00:00,2025-05-24 17:34:49.230750
231,43,практическая,Вытаскивать основание миг печатать деньги.,Полностью ночь бегать другой страсть секунда налоговый. Секунда крутой интернет дружно головка гулять экзамен.,57.28,2025-05-31 00:00:00,2025-05-24 17:34:49.230750
232,43,другое,Коммунизм спешить подробность хлеб.,Уничтожение какой что непривычный поколение поймать факультет. Команда металл угроза похороны. Бровь печатать бегать порядок.,76.63,2024-11-24 00:00:00,2025-05-24 17:34:49.230750
233,43,другое,О костер самостоятельно пространство.,Опасность волк порода мягкий. Число ботинок редактор бетонный бегать хотеть. Вариант ставить сверкающий бетонный освобождение угодный. Крыса спорт горький неожиданный ребятишки.,59.62,2025-04-27 00:00:00,2025-05-24 17:34:49.230750
234,43,практическая,Сопровождаться кожа бочок наступать.,Картинка обида художественный волк. Что означать печатать факультет возникновение. Хлеб мелькнуть торопливый пламя лиловый провал беспомощный. Пропасть казнь результат.,83.65,2025-01-30 00:00:00,2025-05-24 17:34:49.230750
235,43,доклад,Одиннадцать совет коробка мотоцикл заплакать.,Кожа число развернуться страсть новый прошептать около. Пропасть совет разуметься падаль вряд.,63.60,2025-01-07 00:00:00,2025-05-24 17:34:49.230750
236,44,доклад,Ныне бабочка выразить пища.,Горький манера более тревога боец. Деньги наслаждение правый присесть помолчать. Человечек исполнять девка.,58.73,2024-09-07 00:00:00,2025-05-24 17:34:49.230750
237,44,лабораторная,Присесть инвалид вообще.,Указанный палка прощение. Термин чувство другой приятель. Волк развернуться настать покидать.,51.34,2025-01-06 00:00:00,2025-05-24 17:34:49.230750
238,44,практическая,Пламя более.,Правление радость лететь поставить.,89.89,2024-11-14 00:00:00,2025-05-24 17:34:49.230750
239,44,реферат,Важный дурацкий пища.,Мучительно адвокат о прежде холодно инвалид.,53.29,2024-09-08 00:00:00,2025-05-24 17:34:49.230750
240,45,доклад,Сверкающий девка мягкий промолчать.,Юный даль наткнуться слишком пробовать.,69.94,2025-05-26 00:00:00,2025-05-24 17:34:49.230750
241,45,другое,Результат сопровождаться.,Уничтожение около совещание настать. Потрясти эффект факультет мимо.,85.79,2025-02-16 00:00:00,2025-05-24 17:34:49.230750
242,45,другое,Торговля карандаш падать.,Князь похороны рай крыса спорт материя вскинуть. Ложиться деньги недостаток девка.,87.16,2024-12-22 00:00:00,2025-05-24 17:34:49.230750
243,45,доклад,Призыв смелый инфекция.,Сверкать пространство изучить умолять указанный инфекция. Около степь соответствие прошептать. Упорно кпсс развернуться решение выраженный холодно. Сохранять пробовать угроза адвокат пропадать.,63.43,2025-01-05 00:00:00,2025-05-24 17:34:49.230750
244,45,практическая,Смеяться пробовать встать.,Легко следовательно армейский лапа основание вскинуть. Жить неудобно нажать мотоцикл невозможно командующий бетонный. Картинка о рота задрать подземный поймать валюта исполнять.,67.07,2025-02-24 00:00:00,2025-05-24 17:34:49.230750
245,45,доклад,Инструкция отметить мелькнуть спорт.,Спичка забирать второй вскакивать падать разуметься. Мелькнуть триста подробность хозяйка издали. Правление демократия каюта ответить настать армейский.,57.91,2025-05-09 00:00:00,2025-05-24 17:34:49.230750
246,45,другое,Коричневый а увеличиваться легко.,Успокоиться ход соответствие. Табак советовать господь идея ягода. Угодный зато девка карман.,77.47,2025-05-26 00:00:00,2025-05-24 17:34:49.230750
247,46,доклад,За куча ведь.,Вряд неожиданно степь следовательно монета. Слать неожиданно правление поздравлять написать.,72.44,2025-05-22 00:00:00,2025-05-24 17:34:49.230750
248,46,доклад,Правление понятный банк собеседник.,Смертельный эпоха а штаб. Научить угроза аллея протягивать. Пространство смертельный добиться нервно встать.,69.11,2025-02-28 00:00:00,2025-05-24 17:34:49.230750
249,46,доклад,Тусклый рай.,Июнь потянуться юный задрать носок. Оставить потрясти граница цепочка.,72.36,2025-03-06 00:00:00,2025-05-24 17:34:49.230750
250,47,другое,Остановить выгнать плясать.,Похороны князь бетонный привлекать.,56.69,2024-10-10 00:00:00,2025-05-24 17:34:49.230750
251,47,другое,Термин карман подземный.,Художественный актриса интернет изредка. Слать ботинок предоставить художественный вскинуть непривычный место.,54.33,2025-06-27 00:00:00,2025-05-24 17:34:49.230750
252,47,практическая,Поздравлять хотеть да.,Достоинство да ребятишки горький. Грустный зима помолчать труп означать указанный процесс покидать. Приятель художественный жестокий. Исследование чем грустный парень пятеро торопливый.,65.56,2024-10-08 00:00:00,2025-05-24 17:34:49.230750
253,47,практическая,Юный блин мимо бетонный.,Видимо лиловый военный приличный горький витрина услать. Изредка голубчик висеть торговля. Демократия достоинство актриса около.,56.45,2025-01-11 00:00:00,2025-05-24 17:34:49.230750
254,47,лабораторная,Господь мрачно лапа промолчать издали.,Настать порт умирать функция танцевать недостаток покидать. Пища штаб покидать вытаскивать научить плод более. Командование около космос народ салон.,54.75,2025-06-06 00:00:00,2025-05-24 17:34:49.230750
255,47,лабораторная,Другой конференция забирать необычный.,Задержать виднеться команда спорт означать июнь угодный. Сынок заработать жестокий зима угроза. Художественный девка терапия мимо зима слишком.,81.62,2025-02-10 00:00:00,2025-05-24 17:34:49.230750
256,47,реферат,Пятеро направо изредка передо.,Низкий кузнец что понятный торопливый посвятить.,50.67,2024-09-27 00:00:00,2025-05-24 17:34:49.230750
257,47,реферат,Инструкция способ дальний.,Порядок термин мотоцикл заложить волк. Запретить число дремать трубка построить сходить потрясти. Эффект успокоиться чем инфекция смертельный смеяться.,94.52,2025-05-06 00:00:00,2025-05-24 17:34:49.230750
258,48,практическая,Жидкий что академик ход.,Разуметься отметить уронить отметить а. Идея назначить уточнить ученый заведение. Помолчать остановить применяться прощение сынок экзамен вообще.,79.32,2025-03-19 00:00:00,2025-05-24 17:34:49.230750
259,48,практическая,Выдержать неправда.,Что около протягивать войти развитый холодно. Приличный рассуждение спорт космос.,57.48,2025-05-31 00:00:00,2025-05-24 17:34:49.230750
260,48,доклад,Отдел предоставить командир близко упорно.,Рис крутой армейский зарплата секунда тяжелый. Фонарик очередной фонарик лететь задержать. Рота каюта ребятишки.,95.43,2025-04-15 00:00:00,2025-05-24 17:34:49.230750
261,48,лабораторная,Исполнять проход пропадать.,Сынок нажать торговля кидать иной подробность оборот. Бегать печатать ход деловой аж выгнать.,60.10,2025-05-04 00:00:00,2025-05-24 17:34:49.230750
262,49,реферат,Вряд выражение что анализ.,Белье механический куча снимать. Табак инструкция лететь задержать райком головной. Висеть тусклый рот рай горький ребятишки уничтожение. Оставить деньги подробность увеличиваться.,97.05,2025-02-02 00:00:00,2025-05-24 17:34:49.230750
263,49,лабораторная,Полностью услать недостаток войти соответствие.,Горький передо беспомощный. Солнце возможно приличный бригада ботинок факультет выраженный.,94.51,2025-02-21 00:00:00,2025-05-24 17:34:49.230750
264,49,практическая,Дрогнуть спорт сбросить.,Наткнуться некоторый налоговый выраженный сынок означать. Подробность полоска ответить. Шлем применяться боец деньги цвет ложиться.,93.92,2025-06-21 00:00:00,2025-05-24 17:34:49.230750
265,49,доклад,Разнообразный советовать аж войти.,Неудобно дальний экзамен упорно. Ручей передо слишком лиловый тюрьма. Потянуться правильный рота пространство июнь столетие.,69.89,2025-03-26 00:00:00,2025-05-24 17:34:49.230750
266,49,лабораторная,Славный падаль актриса триста.,Трубка хлеб налево кольцо. Даль выразить снимать правильный дьявол. Спорт медицина неправда ход.,60.94,2025-03-09 00:00:00,2025-05-24 17:34:49.230750
267,49,практическая,Услать беспомощный металл порядок запеть.,Поймать скользить встать пространство затянуться термин.,77.92,2025-03-15 00:00:00,2025-05-24 17:34:49.230750
268,49,лабораторная,Пламя металл забирать тысяча.,Поставить сравнение шлем увеличиваться анализ лиловый слишком. Коллектив инфекция отъезд голубчик выраженный.,67.17,2025-03-19 00:00:00,2025-05-24 17:34:49.230750
269,49,лабораторная,Посидеть ложиться тута.,Налево направо ведь инфекция набор монета число. Лететь волк разнообразный костер ход страсть дьявол академик. Что важный деловой эпоха соответствие.,98.29,2025-01-08 00:00:00,2025-05-24 17:34:49.230750
